"","nace_r2_code","geo_code","nace_r2_name","geo_name","year","COMP","EMP","EMPE","GO_CP","GO_PI","GO_PYP","GO_Q","H_EMP","H_EMPE","II_CP","II_PI","II_PYP","II_Q","VA_CP","VA_PI","VA_PYP","VA_Q"
"14089","C26-C27","BE","Computer, electronic, optical products; electrical equipment","Belgium",2020,1720.2,25.7,25.4,6974,100,6957.6,6974,37635.7,36850.1,4562.3,100,4574.4,4562.3,2411.7,100,2383.2,2411.7
"14090","C26-C27","EE","Computer, electronic, optical products; electrical equipment","Estonia",2007,126.5,10.7,10.59,762.6,105.884574543655,751,720.218221857793,17983,17742,548.1,100.380959272648,544.6,546.019886611451,214.6,123.213524405121,206.4,174.169192088366
"14091","C26-C27","LU","Computer, electronic, optical products; electrical equipment","Luxembourg",2003,NA,NA,NA,0,NaN,0,NaN,NA,NA,0,NaN,0,NaN,NA,NA,NA,NA
"14092","C26-C27","HU","Computer, electronic, optical products; electrical equipment","Hungary",2006,366171,164.46,162.58,5210087,94.3245203576144,5196545,5523576.45736962,NA,NA,4272741,98.435535785565,4272486,4340648.89869434,937346,75.808327991822,924059,1236468.37337069
"14093","C26-C27","SK","Computer, electronic, optical products; electrical equipment","Slovakia",2003,316.3,46.4,44.4,2742.9,0,2767.44683112981,Inf,78322,72879,2076.6,0,2001.94683112981,Inf,666.3,429.350585219828,765.5,155.187863470328
"14094","C26-C27","EU19","Computer, electronic, optical products; electrical equipment","EU20 without the UK",2021,NA,NA,NA,851541.039645084,131.524852718714,647437.364150662,647437.364150662,NA,NA,554030.623475397,139.025306369254,398510.629427336,398510.629427336,NA,NA,NA,NA
"14095","C26-C27","EU19","Computer, electronic, optical products; electrical equipment","EU20 without the UK",1998,NA,NA,NA,404004.788878015,58.0163607705301,380461.716730057,696363.549027075,NA,NA,257169.549195524,50.9119786207012,240334.479498478,505125.819429372,NA,NA,NA,NA
"14096","C26-C27","EU12","Computer, electronic, optical products; electrical equipment","AT, BE, CZ, DE, DK, ES, FI, FR, IT, NL, SE and UK",2008,129656.844362073,2208.399,2139.878,620486.806822562,49.5444360291455,613088.868912692,1252384.43819917,3614056.7,3469379.9,404202.624803245,50.2273740813057,391648.737062491,804745.683397545,216284.054418493,84.4901075178479,221440.131850201,255987.429502092
"14097","C26-C27","UK","Computer, electronic, optical products; electrical equipment","United Kingdom",1997,10533,412.027,399.796,43551,0,0,Inf,770697,749699,27575,0,0,Inf,15976,360.679301000609,16847,4429.41969657778
"14098","C26-C27","PT","Computer, electronic, optical products; electrical equipment","Portugal",1998,675.7,41.92,41,3770.1,156.619956400311,3848.7,2407.16450613986,72339,71083,2501.2,139.070720161071,2558.9,1798.50941816014,1269,215.141436472462,1289.7,589.844532418761
"14099","C26-C27","EA19","Computer, electronic, optical products; electrical equipment","Euro area - 19 countries  (from 2020)",2009,NA,NA,NA,472988.852075053,57.8912336560914,464049.906212763,817030.182643697,NA,NA,310197.075999302,54.212411041232,306194.340633536,572188.30530038,NA,NA,NA,NA
"14100","C26-C27","RO","Computer, electronic, optical products; electrical equipment","Romania",2015,4908.3,133.6,133.6,33201.7,94.1088343227603,32836.8,35280.1097143865,251578,251578,20475.4,89.5101859819399,20718.4,22874.9385060279,12726.3,103.930956855618,12118.4,12244.956060281
"14101","C26-C27","JP","Computer, electronic, optical products; electrical equipment","Japan",2009,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14102","C26-C27","LV","Computer, electronic, optical products; electrical equipment","Latvia",1995,7.8,4.14,3.97,36.3,44.7086666040965,26,81.1923118205317,9116,8653,20.5,39.9684318574055,13.8,51.2904786285772,15.9,52.699864004101,12.2,30.1708558465401
"14103","C26-C27","PT","Computer, electronic, optical products; electrical equipment","Portugal",2019,792.6,31.35,31.1,5215,102.117939325038,5166,5106.84022265746,55560,55193,3997.6,101.397985579834,3961.4,3942.48463333876,1217.4,104.470925544306,1204.8,1165.3002915952
"14104","C26-C27","AT","Computer, electronic, optical products; electrical equipment","Austria",1997,2511.6,68.01,66.12,10079.6,90.7492236179035,9970.7,11107.0922682929,118168,113213,5563.2,87.0908612678099,5575.6,6387.81144085005,4516.4,95.3575180994574,4395.1,4736.28098760857
"14105","C26-C27","BE","Computer, electronic, optical products; electrical equipment","Belgium",2014,1775.5,27.4,27,7087.7,96.355277155493,7077.7,7355.79846712729,42986.4,41879.4,4298.4,94.5910506041286,4278.3,4544.19310552873,2789.3,99.57033073065,2799.4,2801.33648199422
"14106","C26-C27","EL","Computer, electronic, optical products; electrical equipment","Greece",1997,180.4,12.8,11.7,1015.6,55.3504049023672,995.5,1834.85559282072,25788,23577,672.4,63.2270400118673,650.7,1063.46904722061,343.2,42.5939300289543,344.7,805.748611989317
"14107","C26-C27","CY","Computer, electronic, optical products; electrical equipment","Cyprus",2004,4.7,0.39,0.27,29.2,0,30.2540755173045,Inf,785,495,18.2,0,18.7540755173045,Inf,11.1,142.604722218815,11.5,7.78375346011891
"14108","C26-C27","EU11","Computer, electronic, optical products; electrical equipment","EU12 without UK",2008,114121.516133551,1979.93,1921.85,571942.647071333,63.6499632642363,571794.370169503,898574.983770174,3192848.7,3064970.9,377286.218578853,61.6712787813688,371924.533223805,611769.734686989,194656.300891656,83.470530595586,199869.836945698,233203.622287684
"14109","C26-C27","CZ","Computer, electronic, optical products; electrical equipment","Czechia",2021,90162,159.4,153.71,681437,100.208670946946,680018,680018,253936,242697,511134,100.597522525182,508098,508098,170303,99.0594462540717,171920,171920
"14110","C26-C27","UK","Computer, electronic, optical products; electrical equipment","United Kingdom",2014,11617,208.792,196.282,35184,0,34889.2527082564,Inf,383865,364896,18293,0,18069.2527082564,Inf,16892,105.994729294532,16820,15936.6414843719
"14111","C26-C27","EU28","Computer, electronic, optical products; electrical equipment","European Union - 28 countries (2013-2020)",1995,NA,NA,NA,405684.47302438,17.1336642170927,NA,2367762.48141752,NA,NA,249459.799889004,14.5377965071841,NA,1715939.54947526,NA,NA,NA,NA
"14112","C26-C27","AT","Computer, electronic, optical products; electrical equipment","Austria",2016,4504.5,72.86,72.17,20486.9,97.5279087914735,20398.8,21006.1922313986,117184,115354,11432.3,96.6307736091214,11521,11830.9101469523,9054.6,98.7114730398084,8877.9,9172.79392269676
"14113","C26-C27","BG","Computer, electronic, optical products; electrical equipment","Bulgaria",2006,191.7,30.58,30.58,1493.3,0,1326.13341437682,Inf,50183,50183,1118.2,0,990.333414376818,Inf,375.1,34.4755193655434,335.8,1088.01841684478
"14114","C26-C27","US","Computer, electronic, optical products; electrical equipment","United States",2008,159100,1684900,1668500,550100,113.810177647377,NA,483348.687587854,3340469.1138,3309455.032,264800,99.2430835380242,NA,266819.601487437,277200,124.464877210147,NA,222713.432265695
"14115","C26-C27","EL","Computer, electronic, optical products; electrical equipment","Greece",2016,284.8,12.1,10.7,1589.4,97.1822646041084,1638.6,1635.48360029965,24290,21628,1040,96.1632330966459,1066.8,1081.49441996691,549.4,98.0606741204578,571.8,560.26537134052
"14116","C26-C27","CZ","Computer, electronic, optical products; electrical equipment","Czechia",1996,14164,112.61,102.43,82085,116.67904531004,80068,70351.1069891631,200858,173277,51047,105.111132644023,51332,48564.7892054208,31038,166.579988550194,28736,18632.4901749213
"14117","C26-C27","MT","Computer, electronic, optical products; electrical equipment","Malta",2006,NA,NA,NA,0,NaN,0,NaN,NA,NA,0,NaN,0,NaN,NA,NA,NA,NA
"14118","C26-C27","EU20","Computer, electronic, optical products; electrical equipment","AT, BE, CZ, DE, DK, EE, ES, FI, FR, HU, IT, LT, LU, LV, NL, RO, SE, SI, SK and UK",2007,NA,NA,NA,689002.655772513,49.9018566803379,692684.487663123,1380715.47154275,NA,NA,458273.114669831,50.1210003704634,456761.422865337,914333.535409429,NA,NA,NA,NA
"14119","C26-C27","SE","Computer, electronic, optical products; electrical equipment","Sweden",2003,25007,61,61,169320,110.09055171569,173884,153800.664417842,106480,106480,111912,93.6097748798954,114107,119551.617492497,57408,147.33961111551,59777,38963.0456910829
"14120","C26-C27","NL","Computer, electronic, optical products; electrical equipment","Netherlands",2000,2631,62,61,26065,92.0712001599053,25657,28309.612511547,107417,103151,17686,81.5419213137092,16973,21689.4570486734,8379,138.938048263381,8684,6030.745432753
"14121","C26-C27","EU28","Computer, electronic, optical products; electrical equipment","European Union - 28 countries (2013-2020)",2014,NA,NA,NA,761576.216175463,54.3087305646485,763295.828673931,1402308.99941381,NA,NA,497459.219684475,56.0232698928283,499390.352760174,887951.061471612,NA,NA,NA,NA
"14122","C26-C27","DK","Computer, electronic, optical products; electrical equipment","Denmark",2005,10966.8,29.65,29.41,43650.6,92.9178326317464,43862.8,46977.6347162518,44875,44355,24125.6,86.5058668095055,23938.4,27888.9754993461,19525.1,100.847146379165,19924.4,19361.0832839926
"14123","C26-C27","LT","Computer, electronic, optical products; electrical equipment","Lithuania",2018,198.6,9.91,9.67,863,0,868.645293717358,Inf,19012,18499,501.9,0,513.345293717358,Inf,361,101.012966463247,355.3,357.379861853029
"14124","C26-C27","EA19","Computer, electronic, optical products; electrical equipment","Euro area - 19 countries  (from 2020)",1999,NA,NA,NA,399125.014044361,51.9212039383454,355693.496952562,768712.941476296,NA,NA,257315.593612778,44.099449096275,223667.771846805,583489.360719729,NA,NA,NA,NA
"14125","C26-C27","CZ","Computer, electronic, optical products; electrical equipment","Czechia",2015,62928,157.83,148.85,586151,102.731127443982,583994,570568.059149962,264473,246579,437431,103.006448037176,428959,424663.706336253,148720,102.026377344212,155035,145766.226216437
"14126","C26-C27","LV","Computer, electronic, optical products; electrical equipment","Latvia",2008,67.3,5.58,5.27,247.2,111.828544917328,237.4,221.052683983994,10918,10235,130.7,116.165640607009,129.8,112.511754178811,116.5,103.458967364487,107.6,112.605028802936
"14127","C26-C27","SI","Computer, electronic, optical products; electrical equipment","Slovenia",1995,218.6,34.15,33.36,805.1,0,0,Inf,55634,54111,528.2,0,0,Inf,276.8,93.2446933206976,NA,296.853354483132
"14128","C26-C27","AT","Computer, electronic, optical products; electrical equipment","Austria",2010,3601.3,67.34,66.3,15536.8,94.0075281758414,15472.6,16527.1870258501,111586,109110,8129.1,93.3621770192456,7848,8707.05917485651,7407.6,94.7804915425413,7624.5,7815.5323732154
"14129","C26-C27","EA19","Computer, electronic, optical products; electrical equipment","Euro area - 19 countries  (from 2020)",1997,NA,NA,NA,349092.229230534,41.0253341807272,309879.987569019,850918.673063558,NA,NA,220111.271620962,33.3609524563197,192380.626174952,659787.132604079,NA,NA,NA,NA
"14130","C26-C27","JP","Computer, electronic, optical products; electrical equipment","Japan",2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14131","C26-C27","CY","Computer, electronic, optical products; electrical equipment","Cyprus",2017,10.8,0.46,0.45,57.6,0,0,Inf,828,814,32,0,0,Inf,25.6,98.0471944163479,25.5,26.1098750988142
"14132","C26-C27","LU","Computer, electronic, optical products; electrical equipment","Luxembourg",2010,NA,NA,NA,0,NaN,0,NaN,NA,NA,0,NaN,0,NaN,NA,NA,NA,NA
"14133","C26-C27","ES","Computer, electronic, optical products; electrical equipment","Spain",2004,4578,153.6,150.1,25554,0,25161.3247360345,Inf,270384,263013,18632,0,18329.3247360345,Inf,6922,88.1985185869346,6832,7848.20438132098
"14134","C26-C27","NL","Computer, electronic, optical products; electrical equipment","Netherlands",2017,3519,45,43,45735,100.73911065378,45426,45399.447844226,74174,71882,38236,103.163913074279,37818,37063.3478903323,7499,92.3185862094437,7608,8122.95801734548
"14135","C26-C27","SE","Computer, electronic, optical products; electrical equipment","Sweden",1997,27185,82,82,174141,147.016462700115,180481,118449.999953552,145710,145710,107043,97.5825115152466,106334,109694.86062395,67098,325.565823739734,74147,20609.6571283969
"14136","C26-C27","EU28","Computer, electronic, optical products; electrical equipment","European Union - 28 countries (2013-2020)",2008,NA,NA,NA,770302.556580519,50.2434872630108,772279.279318193,1533139.11621659,NA,NA,518950.382677485,51.0746821163562,515561.348616222,1016061.89441421,NA,NA,NA,NA
"14137","C26-C27","UK","Computer, electronic, optical products; electrical equipment","United Kingdom",2004,10135,275.212,262.53,35410,0,32350.1203283988,Inf,507800,484442,20599,0,18032.1203283988,Inf,14811,139.044146624655,14318,10652.0125870396
"14138","C26-C27","EA19","Computer, electronic, optical products; electrical equipment","Euro area - 19 countries  (from 2020)",2016,NA,NA,NA,577141.949992594,63.0278342066611,561484.406547841,915693.768090161,NA,NA,366940.656434697,59.0019845952909,360189.338549631,621912.39659417,NA,NA,NA,NA
"14139","C26-C27","LT","Computer, electronic, optical products; electrical equipment","Lithuania",2012,112.6,7.14,7.14,527.6,0,510.024908368933,Inf,13924,13924,287.3,0,281.024908368933,Inf,240.3,103.68718887808,229,231.754764113198
"14140","C26-C27","EU11","Computer, electronic, optical products; electrical equipment","EU12 without UK",1996,73537.4880986964,2108.66,2044.48,325595.549401137,50.6327849839077,303441.236295603,643052.815492213,3410330.3,3267696.5,198367.657788729,42.435483314188,185562.912599278,467457.048432875,127227.987182052,110.409096002152,125884.359968014,115233.247792892
"14141","C26-C27","DK","Computer, electronic, optical products; electrical equipment","Denmark",1999,10191.3,36.71,36.35,42715.9,95.4156416141468,42547.3,44768.2363995829,55650,54943,23692.3,84.0604369846468,23822.7,28184.8403956397,19023.7,110.815241759522,18724.6,17167.0428164413
"14142","C26-C27","LV","Computer, electronic, optical products; electrical equipment","Latvia",2002,18.2,4.46,4.28,98.3,58.3442307650194,96.3,168.482810915619,9472,9043,63,58.5460043555361,61.2,107.607685090541,35.3,58.914167301468,35,59.9176762006453
"14143","C26-C27","RO","Computer, electronic, optical products; electrical equipment","Romania",1999,275.7,125,123.6,1746.1,15.6315954776773,1242.8,11170.3248877795,241108,238598,1041.2,20.8022989905872,742.9,5005.2160122837,704.9,12.1720022041918,499.9,5791.15899073076
"14144","C26-C27","PT","Computer, electronic, optical products; electrical equipment","Portugal",2003,694.3,35.6,34.98,4482.5,132.767125336083,4877.4,3376.21228798405,61672,60812,3215.2,122.746747858627,3521.9,2619.37693347532,1267.4,166.932453592025,1355.5,759.229240766727
"14145","C26-C27","BE","Computer, electronic, optical products; electrical equipment","Belgium",2021,1751,24.9,24.5,7340.3,103.815854607171,7070.5,7070.5,38291.2,37309.1,4738.5,104.892086330935,4517.5,4517.5,2601.8,101.911476694085,2553,2553
"14146","C26-C27","EL","Computer, electronic, optical products; electrical equipment","Greece",2004,290.1,17.3,13.4,1806.8,67.5157545149955,1724.5,2676.1161346404,35429,26884,1175.5,74.7436774759069,1129.6,1572.70827405959,631.3,55.2126185934592,594.9,1143.39804211856
"14147","C26-C27","LV","Computer, electronic, optical products; electrical equipment","Latvia",2000,16.2,4.11,3.95,65.2,56.2899538750112,60.4,115.828838916395,8885,8466,39,56.3210937877945,35.3,69.245814271547,26.2,57.2901441670954,25.1,45.7321244009855
"14148","C26-C27","HU","Computer, electronic, optical products; electrical equipment","Hungary",2007,398637,163.24,161.91,5130966,90.5417184104474,5345336,5666963.35134716,NA,NA,4271246,96.8511994682362,4341117,4410111.61808153,859720,64.9001221258801,1004219,1324681.63670399
"14149","C26-C27","AT","Computer, electronic, optical products; electrical equipment","Austria",2002,2938.3,67.08,65.88,13127.6,91.8630980708012,13241.9,14290.3954642181,111906,108761,7608.9,89.0047238116213,7665.8,8548.87209818689,5518.6,95.0488361808829,5576.1,5806.06793490645
"14150","C26-C27","EU20","Computer, electronic, optical products; electrical equipment","AT, BE, CZ, DE, DK, EE, ES, FI, FR, HU, IT, LT, LU, LV, NL, RO, SE, SI, SK and UK",1995,NA,NA,NA,377107.95378118,19.4955702822813,NA,1934326.35373543,NA,NA,229304.807208609,17.0950131197233,NA,1341354.96476484,NA,NA,NA,NA
"14151","C26-C27","EU19","Computer, electronic, optical products; electrical equipment","EU20 without the UK",1999,NA,NA,NA,434485.584981235,61.3217786165439,411065.579253527,708533.892498702,NA,NA,279994.923656422,54.7071394749117,260571.027911959,511806.916508266,NA,NA,NA,NA
"14152","C26-C27","EU12","Computer, electronic, optical products; electrical equipment","AT, BE, CZ, DE, DK, ES, FI, FR, IT, NL, SE and UK",2009,121149.507726087,2068.225,1999.71,520467.738205128,49.8716874402508,517052.497805122,1043613.65118972,3250900.1,3110308.9,330340.594037496,49.9762057085077,332000.806298456,660995.74658438,190127.025649956,86.807381810043,185051.691506666,219021.725670754
"14153","C26-C27","UK","Computer, electronic, optical products; electrical equipment","United Kingdom",1998,10572,410.893,397.655,43211,0,0,Inf,775265,751034,26807,0,0,Inf,16404,307.850733837035,19219,5328.55640639261
"14154","C26-C27","PT","Computer, electronic, optical products; electrical equipment","Portugal",1999,740.5,43.03,42.12,4127.4,147.057010793631,4395.8,2806.66659666576,74311,72994,2786.9,131.279405892656,2952.3,2122.87676124828,1340.6,199.791223146982,1443.6,671.000446808293
"14155","C26-C27","EA19","Computer, electronic, optical products; electrical equipment","Euro area - 19 countries  (from 2020)",2010,NA,NA,NA,510737.893088724,58.2533612739768,507562.929575149,876752.657561897,NA,NA,330448.172320312,55.1018891291278,325113.937630548,599703.889545288,NA,NA,NA,NA
"14156","C26-C27","RO","Computer, electronic, optical products; electrical equipment","Romania",2016,5594.4,140.4,140.4,35916.2,93.7629294621754,36048.7,38305.3304819031,265627,265627,22525.9,89.3075917265616,22577,25222.8277176804,13390.3,103.302975243197,13471.7,12962.1629662422
"14157","C26-C27","JP","Computer, electronic, optical products; electrical equipment","Japan",2010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14158","C26-C27","LV","Computer, electronic, optical products; electrical equipment","Latvia",1996,9.7,4.16,3.99,44.9,51.0793671889042,39.3,87.9024202354517,9137,8675,26.3,46.9272213325788,22.4,56.0442303063478,18.6,58.3462780045404,16.8,31.8786401397405
"14159","C26-C27","PT","Computer, electronic, optical products; electrical equipment","Portugal",2020,761.9,29.95,29.7,4749.9,100,4850.5,4749.9,52144,51781,3633.8,100,3684.6,3633.8,1116.1,100,1166,1116.1
"14160","C26-C27","AT","Computer, electronic, optical products; electrical equipment","Austria",1998,2622.8,67.7,65.95,10648.7,91.2849991063809,10586.2,11665.3339587486,118117,113539,5672.3,87.0785800302124,5673.1,6514.00148926632,4976.3,96.5821902870492,4913.2,5152.39920031849
"14161","C26-C27","BE","Computer, electronic, optical products; electrical equipment","Belgium",2015,1831.2,28.3,27.8,7118.8,97.5474198661116,7031.8,7297.78400061312,44240.6,43208.9,4400.2,95.0663608031352,4378.2,4628.55626619809,2718.6,102.009308533443,2653.6,2665.05090475024
"14162","C26-C27","EL","Computer, electronic, optical products; electrical equipment","Greece",1998,200,13.6,12.3,1185.2,57.273703413904,1145.4,2069.3615557472,27434,24335,766.2,66.1359154363041,732.5,1158.52331512358,419,43.2336644431488,412.8,969.15217665848
"14163","C26-C27","CY","Computer, electronic, optical products; electrical equipment","Cyprus",2005,5,0.42,0.29,38.5,0,37.2402963443816,Inf,767,523,26.1,0,25.2402963443816,Inf,12.4,147.358212959442,12,8.41486860553396
"14164","C26-C27","EU11","Computer, electronic, optical products; electrical equipment","EU12 without UK",2009,105731.830629815,1864.6,1805,474885.040703107,63.8204358673123,473616.561603108,744095.577301337,2869611.1,2747346.9,306359.2619885,60.9724537771528,309870.544531485,502455.195764643,168525.660196932,85.9069828211849,163746.017071623,196172.248940133
"14165","C26-C27","DE","Computer, electronic, optical products; electrical equipment","Germany",1995,33045,934,915,121071,125.91834524029,121493,96150.4058594163,1387082,1343088,70459,115.391679051122,70185,61060.7286239285,50612,144.542720920679,51308,35015.253398872
"14166","C26-C27","UK","Computer, electronic, optical products; electrical equipment","United Kingdom",2015,11214,199.131,189.303,33084,0,34392.4437524122,Inf,371664,354334,17604,0,19206.4437524122,Inf,15480,108.046780553098,15186,14327.127491219
"14167","C26-C27","EU28","Computer, electronic, optical products; electrical equipment","European Union - 28 countries (2013-2020)",1996,NA,NA,NA,427115.633541518,21.8520781403483,334890.613147631,1954576.72628801,NA,NA,263777.756390375,18.5797452899472,206393.967499635,1419705.98775159,NA,NA,NA,NA
"14168","C26-C27","AT","Computer, electronic, optical products; electrical equipment","Austria",2017,4638.1,74.7,74.09,22888.5,98.0324513683655,22770.7,23347.8809113877,118963,117274,13273.9,98.2939487796369,13049.3,13504.2901061575,9614.6,97.6260174549753,9721.5,9848.39927986842
"14169","C26-C27","BG","Computer, electronic, optical products; electrical equipment","Bulgaria",2007,236.1,31.81,31.81,1935.9,0,1906.19733188041,Inf,52869,52869,1472.3,0,1448.89733188041,Inf,463.5,34.9429329235281,457.3,1326.44847246899
"14170","C26-C27","US","Computer, electronic, optical products; electrical equipment","United States",2009,147200,1521500,1510500,453000,109.92600208612,NA,412095.401818672,2961287.25983999,2942151.11319999,183800,95.8432256437258,NA,191771.508904794,261100,120.23515809902,NA,217157.77991074
"14171","C26-C27","EL","Computer, electronic, optical products; electrical equipment","Greece",2017,278.6,11.6,10.4,1850.1,99.2804570646389,1811,1863.50874552829,23342,21160,1226.6,98.5412044413917,1197,1244.75848144269,623.5,99.5778995343737,614,626.142952317217
"14172","C26-C27","CZ","Computer, electronic, optical products; electrical equipment","Czechia",1997,17650,121.6,111.38,94067,120.415672918544,91148,78118.5685551348,216686,188589,59067,107.677886745946,57659,54855.2741746892,35000,174.095959845227,33489,20103.8553859121
"14173","C26-C27","MT","Computer, electronic, optical products; electrical equipment","Malta",2007,NA,NA,NA,0,NaN,0,NaN,NA,NA,0,NaN,0,NaN,NA,NA,NA,NA
"14174","C26-C27","EU20","Computer, electronic, optical products; electrical equipment","AT, BE, CZ, DE, DK, EE, ES, FI, FR, HU, IT, LT, LU, LV, NL, RO, SE, SI, SK and UK",2008,NA,NA,NA,696822.010343661,50.4628364358274,689075.655429993,1380861.75799847,NA,NA,462677.917075084,51.4393374617302,450819.959926162,899463.212214401,NA,NA,NA,NA
"14175","C26-C27","SE","Computer, electronic, optical products; electrical equipment","Sweden",2004,23322,55,55,170735,106.46873762867,176543,160361.627086695,98650,98300,109518,92.0597270639571,111362,118964.07201372,61217,138.379113141225,65181,44238.6127576379
"14176","C26-C27","NL","Computer, electronic, optical products; electrical equipment","Netherlands",2001,2670,63,62,26218,93.1117734153287,25925,28157.556277071,107608,103817,18469,84.1151555374718,17904,21956.8041953776,7749,134.226522377875,8021,5773.07663397921
"14177","C26-C27","EU28","Computer, electronic, optical products; electrical equipment","European Union - 28 countries (2013-2020)",2015,NA,NA,NA,779094.965969273,54.5651732664918,775433.413991972,1427824.59823638,NA,NA,511430.3486356,55.8383343228257,513124.196852754,915912.616015368,NA,NA,NA,NA
"14178","C26-C27","DK","Computer, electronic, optical products; electrical equipment","Denmark",2006,11492,30.14,29.89,49096.6,95.8777505593168,47580.9,51207.5009202738,44475,43964,27245.3,89.0634923982262,26462.9,30590.8731696475,21851.3,104.348955851645,21118,20940.6024446151
"14179","C26-C27","LT","Computer, electronic, optical products; electrical equipment","Lithuania",2019,227.7,9.95,9.68,980.3,0,0,Inf,19418,18822,568.1,0,0,Inf,412.3,101.604406130268,409.9,405.789488569408
"14180","C26-C27","EA19","Computer, electronic, optical products; electrical equipment","Euro area - 19 countries  (from 2020)",2000,NA,NA,NA,464666.911340143,59.7253572598618,403950.123933481,778006.080932095,NA,NA,304412.004636468,52.7709482756441,254390.0032389,576855.286068388,NA,NA,NA,NA
"14181","C26-C27","CZ","Computer, electronic, optical products; electrical equipment","Czechia",2016,67974,162.27,153.18,593510,101.297792103241,601908,585906.156172787,273069,254957,440558,100.826994995039,450081,436944.490928917,152952,102.782367217635,151827,148811.517131274
"14182","C26-C27","LV","Computer, electronic, optical products; electrical equipment","Latvia",2009,45.7,4.16,3.93,172.6,110.3579579916,174.9,156.400139275083,7874,7425,101.4,114.583618264112,102.8,88.4943253984837,71.2,102.026017677998,72.2,69.7861208546949
"14183","C26-C27","SI","Computer, electronic, optical products; electrical equipment","Slovenia",1996,238.9,31.36,30.6,930.5,0,0,Inf,50997,49553,601.5,0,0,Inf,329.1,104.199757459564,294.5,315.835667974286
"14184","C26-C27","AT","Computer, electronic, optical products; electrical equipment","Austria",2011,3811.7,69.14,68.28,17009.2,94.6614519704069,16891.7,17968.4545778121,114304,112166,9400.1,96.11470941513,9130.9,9780.08471044732,7609.1,92.9278216416286,7760.8,8188.18289892139
"14185","C26-C27","EA19","Computer, electronic, optical products; electrical equipment","Euro area - 19 countries  (from 2020)",1998,NA,NA,NA,376244.280174109,46.2713033384687,333587.909007466,813126.60985996,NA,NA,241578.585513463,38.3327935184479,210245.353026542,630213.880439478,NA,NA,NA,NA
"14186","C26-C27","JP","Computer, electronic, optical products; electrical equipment","Japan",2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14187","C26-C27","CY","Computer, electronic, optical products; electrical equipment","Cyprus",2018,16.4,0.56,0.55,83.1,0,0,Inf,1019,1002,35.6,0,0,Inf,47.5,98.0471944163479,47.5,48.446057312253
"14188","C26-C27","LU","Computer, electronic, optical products; electrical equipment","Luxembourg",2011,NA,NA,NA,0,NaN,0,NaN,NA,NA,0,NaN,0,NaN,NA,NA,NA,NA
"14189","C26-C27","ES","Computer, electronic, optical products; electrical equipment","Spain",2005,4680,151.1,148.4,26842,0,26087.6846210335,Inf,262897,257239,20009,0,19428.6846210335,Inf,6833,90.5031502484643,6659,7550.01343184288
"14190","C26-C27","NL","Computer, electronic, optical products; electrical equipment","Netherlands",2018,3619,46,46,43516,101.664265751621,43120,42803.6337825085,78775,76625,35383,103.04451039711,35424,34337.5885465826,8133,97.560688882719,7696,8336.34950013212
"14191","C26-C27","SE","Computer, electronic, optical products; electrical equipment","Sweden",1998,27706,83,83,193044,139.156285060314,203948,138724.600125916,149580,149580,118431,98.2503393914795,117626,120540.041625821,74613,281.4050045955,86322,26514.4538233252
"14192","C26-C27","EU28","Computer, electronic, optical products; electrical equipment","European Union - 28 countries (2013-2020)",2009,NA,NA,NA,664014.823962698,51.6063895764973,646478.481133937,1286691.10436105,NA,NA,441068.978964073,52.2173167834252,431417.377982288,844679.516554701,NA,NA,NA,NA
"14193","C26-C27","UK","Computer, electronic, optical products; electrical equipment","United Kingdom",2005,10053,260.715,249.157,33993,0,32202.2827765838,Inf,487122,465049,20166,0,16723.2827765838,Inf,13828,124.213609375653,15479,11132.4355435005
"14194","C26-C27","EA19","Computer, electronic, optical products; electrical equipment","Euro area - 19 countries  (from 2020)",2017,NA,NA,NA,603991.529843463,64.2333182489039,592656.257577834,940308.77791958,NA,NA,385069.083795172,60.6167571945081,374811.210657503,635251.870303051,NA,NA,NA,NA
"14195","C26-C27","LT","Computer, electronic, optical products; electrical equipment","Lithuania",2013,120.2,6.4,6.38,532.1,0,532.049278208113,Inf,12284,12234,291.9,0,289.749278208113,Inf,240.2,102.788538045872,242.3,233.683642715888
"14196","C26-C27","EU11","Computer, electronic, optical products; electrical equipment","EU12 without UK",1997,75722.1851908152,2104.21,2038.53,353254.612507809,54.0961093881029,330638.654831157,653012.973582714,3417904.9,3270166.5,218948.119879214,45.6187175136734,203670.111616408,479952.378787476,134306.492628594,109.662971654983,135220.286433566,122472.052874095
"14197","C26-C27","DK","Computer, electronic, optical products; electrical equipment","Denmark",2000,10558.9,36.08,35.75,47921.4,96.8673972961192,47203.2,49471.1340839545,56521,55809,27595.8,84.6197482596437,27413.4,32611.5363937579,20325.6,113.815514957571,19789.8,17858.3737090476
"14198","C26-C27","LV","Computer, electronic, optical products; electrical equipment","Latvia",2003,24.2,4.62,4.44,122.8,66.0947558850958,108.4,185.793862698404,9882,9403,81.9,70.1011367941288,68.4,116.831200955445,40.9,60.239736065751,40,67.8953837967652
